"id","raw","encodedpred","label","dist","training_count","not_exact"
"6910","8 (6-inch) corn tortillas","8 ( 6 - inch ) corn tortillas","corn tortilla","corn tortilla","0.17604856","15","False"
"4295","1/2 cup regular mayo (separated)","1 / 2 cup regular UNK ( separated )","regular mayonnaise","regular mayonnaise","0.20469472","33","False"
"7971","2 cups rinsed basmati rice","2 cups rinsed basmati rice","white rice","white rice","0.12937558","25","True"
"725","2 bay leaves","2 bay leaves","bay leaf","bay leaf","0.20047188","26","False"
"522","4 leaves of mint","4 leaves of mint","fresh spearmint","fresh spearmint","0.11329836","10","False"
"6143","8 oz. green beans ((225g, cut into 2-3 inch long pieces))","8 oz . green beans ( ( 225 g , cut into 2 - 3 inch long pieces ) )","fresh green bean","fresh green bean","0.110366255","11","False"
"4104","2 tablespoons extra-virgin olive oil, divided","2 tablespoons extra - virgin olive oil , divided","extra-virgin olive oil","extra-virgin olive oil","0.056701005","50","False"
"1549","1 1/2 large yellow onions, peeled and diced into small cubes","1 1 / 2 large yellow onions , peeled and diced into small cubes","yellow onion","yellow onion","0.106328376","164","False"
"8594","1/4 cup frozen avocado chunks","1 / 4 cup frozen avocado chunks","hass avocado","hass avocado","0.29639307","64","True"
"4478","1 teaspoon salt","1 teaspoon salt","table salt","table salt","0.1011997","208","False"
"6559","1/2 cup half and half","1 / 2 cup half and half","half and half","half and half","0.15529531","5","False"
"7318","1/2 frozen banana ((peeled before freezing))","1 / 2 frozen banana ( ( peeled before UNK ) )","banana","banana","0.11949764","10","False"
"18","2 teaspoons fresh lime juice","2 teaspoons fresh lime juice","lime juice","lime juice","0.06004096","71","False"
"1546","1/3 cup part skim shredded mozzarella","1 / 3 cup part skim shredded mozzarella","shredded low-moisture part-skim mozzarella cheese","shredded low-moisture part-skim mozzarella cheese","0.13743536","15","False"
"7036","fresh dill, for garnish","fresh dill , for garnish","fresh dill","fresh dill","0.054158904","13","False"
"2080","1 teaspoon ground cumin","1 teaspoon ground cumin","ground cumin","ground cumin","0.033286177","72","False"
"2943","5 cups Romaine, ((or cos) lettuce leaves, washed and dried)","5 cups Romaine , ( ( or UNK ) lettuce leaves , washed and dried )","romaine lettuce","romaine lettuce","0.14958864","27","False"
"7055","1/2 cup gluten-free rolled oats ((rolled oats are best, vs. steel cut or quick cooking))","1 / 2 cup gluten - free rolled oats ( ( rolled oats are best , UNK . steel cut or quick cooking ) )","rolled oat","rolled oat","0.22192365","10","True"
"7734","1 1 1/2-inch piece fresh ginger, peeled and minced","1 1 1 / 2 - inch piece fresh ginger , peeled and minced","fresh ginger","fresh ginger","0.115190834","124","False"
"35","1/2 onion, finely chopped","1 / 2 onion , finely chopped","yellow onion","yellow onion","0.14137635","164","False"
"1315","1 avocado, sliced","1 avocado , sliced","hass avocado","hass avocado","0.20117024","64","False"
"6034","Optional: 1/2 cup shredded cheddar","Optional 1 / 2 cup shredded cheddar","shredded yellow cheddar cheese","shredded yellow cheddar cheese","0.17082354","26","False"
"3658","1 tablespoon olive oil","1 tablespoon olive oil","olive oil","olive oil","0.067018144","223","False"
"7010","1 1/2 cups tomatoes, diced ( preferably fresh)","1 1 / 2 cups tomatoes , diced ( preferably fresh )","tomato","tomato","0.11461569","57","False"
"1906"," Pepper","Pepper","ground black pepper","ground black pepper","0.2056409","200","False"
"3126","2 tablespoons toasted sesame seeds","2 tablespoons toasted sesame seeds","hulled white sesame seed","hulled white sesame seed","0.11847867","26","False"
"1641","Avocado, sliced and cut to match width of cucumber strips","Avocado , sliced and cut to match width of cucumber strips","hass avocado","hass avocado","0.22412598","64","False"
"6238","4 tbsp panko breadcrumbs","4 tbsp panko breadcrumbs","panko bread crumb","panko bread crumb","0.10668032","23","False"
"379","1/2 cup diced celery","1 / 2 cup diced celery","celery","celery","0.13945189","44","False"
"54","1 Tbsp. olive oil","1 Tbsp . olive oil","olive oil","olive oil","0.10044469","223","False"
"8576","1/2 tsp seasoning salt","1 / 2 tsp seasoning salt","table salt","table salt","0.14732264","208","True"
"7152","Sour cream","Sour cream","sour cream","sour cream","0.041646224","23","False"
"5077","1 teaspoon dried oregano","1 teaspoon dried oregano","dried oregano leaf","dried oregano leaf","0.073579274","41","False"
"702","Store-bought salsa (optional)","UNK - bought salsa ( optional )","salsa","salsa","0.09876111","10","False"
"8209","4 cloves garlic (minced)","4 cloves garlic ( minced )","garlic","garlic","0.15315029","331","False"
"5476","1 large carrot","1 large carrot","carrot","carrot","0.04453784","61","False"
"2704","1 teaspoon kosher salt, divided, plus more","1 teaspoon kosher salt , divided , plus more","kosher salt","kosher salt","0.10578015","113","False"
"8630","2 cups no-salt-added cannellini beans, rinsed and drained (from 2 [15-oz.] cans)","2 cups no - salt - added cannellini beans , rinsed and drained ( from 2 15 - oz . cans )","cannellini bean","cannellini bean","0.21342522","8","True"
"8822","3/4 cup plain greek yogurt","3 / 4 cup plain UNK yogurt","low-fat plain greek yogurt","low-fat plain greek yogurt","0.08956643","18","False"
"3416","2 Granny Smith apples, peeled and thinly sliced","2 Granny Smith apples , peeled and thinly sliced","apple","apple","0.2660814","20","False"
"186","Fresh cilantro","Fresh cilantro","cilantro","cilantro","0.19615828","117","False"
"5305","1 teaspoon Sriracha (hot chile sauce, such as Huy Fong)","1 teaspoon Sriracha ( hot chile sauce , such as Huy Fong )","sriracha","sriracha","0.13608432","28","False"
"3274","1/2 cup grape tomatoes (quartered)","1 / 2 cup grape tomatoes ( quartered )","cherry tomato","cherry tomato","0.15887514","27","False"
"3144","1 1/2 teaspoons sea salt","1 1 / 2 teaspoons sea salt","table salt","table salt","0.113157004","208","True"
"8740","1 teaspoon dried basil","1 teaspoon dried basil","ground dried basil","ground dried basil","0.102865964","9","False"
"757","1 cup fresh mozzarella chopped ((bite size pieces))","1 cup fresh mozzarella chopped ( ( bite size pieces ) )","low-moisture part-skim mozzarella cheese","low-moisture part-skim mozzarella cheese","0.21694839","6","False"
"8523","1/2 teaspoon pepper","1 / 2 teaspoon pepper","ground black pepper","ground black pepper","0.13124573","200","False"
"1321","1 tbsp chopped fresh parsley","1 tbsp chopped fresh parsley","fresh parsley","fresh parsley","0.039061695","85","False"
"8668","1 large onion, julienned","1 large onion , julienned","yellow onion","yellow onion","0.12976176","164","False"
"756","1 cup drained tuna","1 cup drained tuna","water-packed light tuna","water-packed light tuna","0.2411184","6","False"
"6537","1 tablespoon toasted sesame seeds","1 tablespoon toasted sesame seeds","hulled white sesame seed","hulled white sesame seed","0.12147251","26","False"
"420","½ teaspoon garlic powder","1 / 2 teaspoon garlic powder","garlic powder","garlic powder","0.08182472","53","False"
"576","1 teaspoon sriracha sauce, plus more for serving","1 teaspoon sriracha sauce , plus more for serving","sriracha","sriracha","0.15517634","28","False"
"4243","2 large tomatoes, seeded and diced","2 large tomatoes , seeded and diced","tomato","tomato","0.10794156","57","False"
"5205","Lemon wedges, for serving","Lemon wedges , for serving","lemon","lemon","0.3222144","28","False"
"6029","1 cup black beans, rinses and drained","1 cup black beans , rinses and drained","black bean","black bean","0.1252725","26","False"
"415","1 (15-oz.) can unsalted chickpeas","1 ( 15 - oz . ) can unsalted chickpeas","chickpea","chickpea","0.16740358","27","False"
"6293","4 garlic cloves, minced","4 garlic cloves , minced","garlic","garlic","0.15779334","331","False"
"2790","1 bunch bok choy","1 bunch bok choy","baby bok choy","baby bok choy","0.11069571","11","False"
"6529","1 tablespoon brown sugar","1 tablespoon brown sugar","light brown sugar","light brown sugar","0.093712054","32","False"
"4431","2 tablespoons all-purpose flour","2 tablespoons all - purpose flour","all-purpose white flour","all-purpose white flour","0.08747248","36","False"
"8852","4 tbsp lemon juice (freshly squeezed)","4 tbsp lemon juice ( freshly squeezed )","lemon juice","lemon juice","0.17494226","66","False"
"1519","1 1/2 teaspoons red wine vinegar","1 1 / 2 teaspoons red wine vinegar","red wine vinegar","red wine vinegar","0.110085025","17","False"
"8073","1 tsp Worcestershire sauce","1 tsp Worcestershire sauce","worcestershire sauce","worcestershire sauce","0.11083255","24","False"
"4576","Sliced spring onions (scallions)","Sliced spring onions ( scallions )","green onion","green onion","0.14950028","109","False"
"8016","1 tablespoon rice vinegar","1 tablespoon rice vinegar","rice vinegar","rice vinegar","0.047960788","44","False"
"2597","1/4 cup soy sauce (low sodium)","1 / 4 cup soy sauce ( low sodium )","low-sodium soy sauce","low-sodium soy sauce","0.22298065","38","False"
"7942","1/3 cup freshly-squeezed orange juice","1 / 3 cup freshly - squeezed orange juice","orange juice","orange juice","0.05077262","13","False"
"2680","1 onion (, chopped (brown, white, yellow))","1 onion ( , chopped ( brown , white , yellow ) )","yellow onion","yellow onion","0.13604546","164","False"
"521","1 large banana","1 large banana","banana","banana","0.06190007","10","False"
"8117","1 large red bell pepper, cut into 1-in. pieces","1 large red bell pepper , cut into 1 - in . pieces","red bell pepper","red bell pepper","0.05556522","60","False"
"4244","1 cup frozen corn, thawed","1 cup frozen corn , thawed","frozen corn","frozen corn","0.06994053","13","False"
"2532","1/2 teaspoon (2g) ground turmeric","1 / 2 teaspoon ( 2 g ) ground turmeric","ground turmeric","ground turmeric","0.058584742","28","False"
"1708","juice and zest of ½ lemon","juice and zest of 1 / 2 lemon","lemon","lemon","0.28526247","28","False"
"6126","3 Tbsp. Cornstarch","3 Tbsp . Cornstarch","cornstarch","cornstarch","0.21634483","46","False"
"5337","2 tablespoons mayonnaise","2 tablespoons mayonnaise","regular mayonnaise","regular mayonnaise","0.10943178","33","False"
"6359","3 tbsp whole wheat Italian seasoned breadcrumbs","3 tbsp whole wheat Italian seasoned breadcrumbs","Italian seasoned bread crumb","Italian seasoned bread crumb","0.1142492","10","True"
"3612","8 ounces (225g) slab bacon or salt pork, cut into 1/2- by 1/4-inch lardons","8 ounces ( 225 g ) slab bacon or salt pork , cut into 1 / 2 - by 1 / 4 - inch lardons","bacon","bacon","0.17833677","23","False"
"7601","2 tablespoons grated vegetarian Parmesan cheese","2 tablespoons grated vegetarian Parmesan cheese","grated parmesan cheese","grated parmesan cheese","0.13293742","57","True"
"8959","6 oz Ariel Peppers","6 oz UNK Peppers","green bell pepper","green bell pepper","0.28167805","32","True"
"6221","zest from other ½ half a lemon","zest from other 1 / 2 half a lemon","lemon zest","lemon zest","0.14825822","13","False"
"2436","1 medium Honeycrisp apple","1 medium Honeycrisp apple","apple","apple","0.15258895","20","True"
"6508","1/4 cup thinly-sliced green onions","1 / 4 cup thinly - sliced green onions","green onion","green onion","0.14962271","109","False"
"3049","1 teaspoon freshly ground black pepper","1 teaspoon freshly ground black pepper","ground black pepper","ground black pepper","0.049860477","200","False"
"3227","2 eggs","2 eggs","egg","egg","0.16205877","93","False"
"2400","2 tbsp vegetable oil","2 tbsp vegetable oil","vegetable oil","vegetable oil","0.06017824","80","False"
"1244","1 small onion, finely chopped (about 1 cup)","1 small onion , finely chopped ( about 1 cup )","yellow onion","yellow onion","0.18593842","164","False"
"1544","1/4 teaspoon kosher salt","1 / 4 teaspoon kosher salt","kosher salt","kosher salt","0.05142164","113","False"
"1109","4 teaspoons kosher salt (18 grams)","4 teaspoons kosher salt ( 18 grams )","kosher salt","kosher salt","0.12869358","113","False"
"7521","1 cup reduced-sodium chicken broth (divided)","1 cup reduced - sodium chicken broth ( divided )","low-sodium chicken broth","low-sodium chicken broth","0.12161015","26","False"
"1675","1/3 cup ketchup","1 / 3 cup ketchup","ketchup","ketchup","0.06697008","13","False"
"3117","Kosher salt","Kosher salt","kosher salt","kosher salt","0.07858954","113","False"
"1761","1 small Fuji apple, cut into 1/8-in.- thick slices (about 1 cup)","1 small Fuji apple , cut into 1 / 8 - in . - thick slices ( about 1 cup )","apple","apple","0.35896492","20","True"
"5345","Toppings as desired, such as shredded lettuce, sliced onions, and pickles (optional)","UNK as desired , such as shredded lettuce , sliced onions , and pickles ( optional )","green leaf lettuce","green leaf lettuce","0.28337577","5","False"
"7144","2 (15 oz) cans black beans (rinsed and drained)","2 ( 15 oz ) cans black beans ( rinsed and drained )","black bean","black bean","0.15996513","26","False"
"8356","12-16 ounces zucchini noodles (zoodles)","12 - 16 ounces zucchini noodles ( UNK )","zucchini noodle","zucchini noodle","0.13039343","2","False"
"7643","3 tsp freshly grated ginger ((or sub 1/2 tsp ground ginger))","3 tsp freshly grated ginger ( ( or sub 1 / 2 tsp ground ginger ) )","fresh ginger","fresh ginger","0.16516519","124","False"
"7466","3 tablespoons lower-sodium soy sauce, divided","3 tablespoons lower - sodium soy sauce , divided","low-sodium soy sauce","low-sodium soy sauce","0.10521133","38","False"
"1896","Â¼ ounce Rosemary","UNK 1 / 4 ounce Rosemary","fresh rosemary","fresh rosemary","0.1453511","10","False"
"747","1 cup 1% milk","1 cup 1 % milk","1% milk","1% milk","0.055294514","8","False"
"4581","1/4 cup rice vinegar","1 / 4 cup rice vinegar","rice vinegar","rice vinegar","0.056813456","44","False"
"7945","2 tbsp raw sugar","2 tbsp raw sugar","white sugar","white sugar","0.19604662","51","True"
"7832","1/2 teaspoon crushed red pepper flakes, more or less to taste","1 / 2 teaspoon crushed red pepper flakes , more or less to taste","crushed red pepper flake","crushed red pepper flake","0.08362973","57","False"
